property_id,parcel_id,permit_number,permit_type,work_type,occupancy_type,status,milestone,value,dwelling_units_new,dwelling_units_eliminated,issue_date,complete_date,work_description,match_method,source_id
parcel-3002923130034,3002923130034,BLDG1157636,Plumbing,Res,SFD,Issued,Inspection,,,,2025-12-17,,METER MOVE Q3 - 2025 BATCH #11,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923130034,3002923130034,BLDG1157633,Plumbing,Res,SFD,Closed,Closed,,,,2025-12-17,2026-04-23,METER MOVE Q3 - 2025 BATCH #10,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923130034,3002923130034,BLDG1157631,Plumbing,Res,SFD,Issued,Inspection,,,,2025-12-17,,METER MOVE Q3 - 2025 BATCH #10,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923130034,3002923130034,BLDG1157629,Plumbing,Res,SFD,Issued,Inspection,,,,2025-12-17,,METER MOVE Q3 - 2025 BATCH #10,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923130034,3002923130034,BLDG1157230,Plumbing,Res,SFD,Issued,Inspection,,,,2025-12-16,,METER MOVE Q3 - 2025 BATCH #4,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923130034,3002923130034,BLDG1156941,Plumbing,ComMin,MFD,Closed,Closed,,,,2025-12-15,2026-02-23,replace water heater,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923130034,3002923130034,BLDG1151672,Plumbing,Res,SFD,Issued,Inspection,,,,2025-10-31,,METER MOVE Q2 - 2025 BATCH #11,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923130034,3002923130034,BLDG1151671,Plumbing,Res,SFD,Issued,Inspection,,,,2025-10-31,,METER MOVE Q2 - 2025 BATCH #11,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923130034,3002923130034,BLDG1151670,Plumbing,Res,SFD,Issued,Inspection,,,,2025-10-31,,METER MOVE Q2 - 2025 BATCH #11,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923130034,3002923130034,BLDG1151669,Plumbing,Res,SFD,Issued,Inspection,,,,2025-10-31,,METER MOVE Q2 - 2025 BATCH #11,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923130034,3002923130034,BLDG1151668,Plumbing,Res,SFD,Issued,Inspection,,,,2025-10-31,,METER MOVE Q2 - 2025 BATCH #11,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923130034,3002923130034,BLDG1151667,Plumbing,Res,SFD,Issued,Inspection,,,,2025-10-31,,METER MOVE Q2 - 2025 BATCH #11,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923130034,3002923130034,BLDG1151666,Plumbing,Res,SFD,Issued,Inspection,,,,2025-10-31,,METER MOVE Q2 - 2025 BATCH #11,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923130034,3002923130034,BLDG1151665,Plumbing,Res,SFD,Issued,Inspection,,,,2025-10-31,,METER MOVE Q2 - 2025 BATCH #11,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923130034,3002923130034,BLDG1151664,Plumbing,Res,SFD,Issued,Inspection,,,,2025-10-31,,METER MOVE Q2 - 2025 BATCH #11,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923130034,3002923130034,BLDG1151663,Plumbing,Res,SFD,Issued,Inspection,,,,2025-10-31,,METER MOVE Q2 - 2025 BATCH #11,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923130034,3002923130034,BLDG1151662,Plumbing,Res,SFD,Issued,Inspection,,,,2025-10-31,,METER MOVE Q2 - 2025 BATCH #11,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923130034,3002923130034,BLDG1151661,Plumbing,Res,SFD,Issued,Inspection,,,,2025-10-31,,METER MOVE Q2 - 2025 BATCH #11,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923130034,3002923130034,BLDG1151660,Plumbing,Res,SFD,Issued,Inspection,,,,2025-10-31,,METER MOVE Q2 - 2025 BATCH #11,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923130034,3002923130034,BLDG1151659,Plumbing,Res,SFD,Issued,Inspection,,,,2025-10-31,,METER MOVE Q2 - 2025 BATCH #11,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923130034,3002923130034,BLDG1151658,Plumbing,Res,SFD,Issued,Inspection,,,,2025-10-31,,METER MOVE Q2 - 2025 BATCH #11,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923130034,3002923130034,BLDG1151657,Plumbing,Res,SFD,Issued,Inspection,,,,2025-10-31,,METER MOVE Q2 - 2025 BATCH #11,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923130034,3002923130034,BLDG1151534,Plumbing,Res,SFD,Issued,Inspection,,,,2025-10-31,,METER MOVE Q2 - 2025 BATCH #8,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923130034,3002923130034,BLDG1151533,Plumbing,Res,SFD,Issued,Inspection,,,,2025-10-31,,METER MOVE Q2 - 2025 BATCH #8,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923130034,3002923130034,BLDG1151532,Plumbing,Res,SFD,Issued,Inspection,,,,2025-10-31,,METER MOVE Q2 - 2025 BATCH #8,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923130034,3002923130034,BLDG1151531,Plumbing,Res,SFD,Issued,Inspection,,,,2025-10-31,,METER MOVE Q2 - 2025 BATCH #8,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923130034,3002923130034,BLDG1151530,Plumbing,Res,SFD,Issued,Inspection,,,,2025-10-31,,METER MOVE Q2 - 2025 BATCH #8,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923130034,3002923130034,BLDG1151529,Plumbing,Res,SFD,Issued,Inspection,,,,2025-10-31,,METER MOVE Q2 - 2025 BATCH #8,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923130034,3002923130034,BLDG1151528,Plumbing,Res,SFD,Issued,Inspection,,,,2025-10-31,,METER MOVE Q2 - 2025 BATCH #8,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923130034,3002923130034,BLDG1151527,Plumbing,Res,SFD,Issued,Inspection,,,,2025-10-31,,METER MOVE Q2 - 2025 BATCH #8,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923130034,3002923130034,BLDG1151526,Plumbing,Res,SFD,Issued,Inspection,,,,2025-10-31,,METER MOVE Q2 - 2025 BATCH #8,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923130034,3002923130034,BLDG1151525,Plumbing,Res,SFD,Issued,Inspection,,,,2025-10-31,,METER MOVE Q2 - 2025 BATCH #8,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923130034,3002923130034,BLDG1151524,Plumbing,Res,SFD,Issued,Inspection,,,,2025-10-31,,METER MOVE Q2 - 2025 BATCH #8,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923130034,3002923130034,BLDG1151523,Plumbing,Res,SFD,Issued,Inspection,,,,2025-10-31,,METER MOVE Q2 - 2025 BATCH #8,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923130034,3002923130034,BLDG1151522,Plumbing,Res,SFD,Issued,Inspection,,,,2025-10-31,,METER MOVE Q2 - 2025 BATCH #8,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923130034,3002923130034,BLDG1151521,Plumbing,Res,SFD,Issued,Inspection,,,,2025-10-31,,METER MOVE Q2 - 2025 BATCH #8,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923130034,3002923130034,BLDG1151520,Plumbing,Res,SFD,Issued,Inspection,,,,2025-10-31,,METER MOVE Q2 - 2025 BATCH #8,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923130034,3002923130034,BLDG1151519,Plumbing,Res,SFD,Issued,Inspection,,,,2025-10-31,,METER MOVE Q2 - 2025 BATCH #8,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923130034,3002923130034,BLDG1151518,Plumbing,Res,SFD,Issued,Inspection,,,,2025-10-31,,METER MOVE Q2 - 2025 BATCH #8,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923130034,3002923130034,BLDG1151517,Plumbing,Res,SFD,Issued,Inspection,,,,2025-10-31,,METER MOVE Q2 - 2025 BATCH #8,parcel_apn,minneapolis_ccs_permits_current
parcel-3002923130034,3002923130034,BLDG1151516,Plumbing,Res,SFD,Issued,Inspection,,,,2025-10-31,,METER MOVE Q2 - 2025 BATCH #8,parcel_apn,minneapolis_ccs_permits_current
