property_id,canonical_address,city,state,zip,parcel_id,latitude,longitude,current_owner_name,current_taxpayer_name,official_property_name,official_listed_address,is_official_mpha_listing,property_type,estimated_unit_count,unit_count_source,unit_count_confidence,unit_count_notes,ward,neighborhood,community,police_precinct,police_sector,current_status,confidence_level,confidence_score,public_notes,first_seen_date,last_seen_date,is_current,detail_url_slug
parcel-2102924410034,1000 5TH AVE N,Minneapolis,MN,55405,2102924410034,44.98306485210893,-93.29223267411093,MPLS PUBLIC HOUSING AUTHORITY MPHA,Heritage Park Partners Lp,,,False,APARTMENT,2,building_use_inference,inferred,Building use indicates a duplex; unit count inferred as 2.,Ward 5,Sumner - Glenwood,Near North,Precinct 4,,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2025.,2023-01-01,2026-01-14,True,1000-5th-ave-n-2102924410034
parcel-2102924110090,1000 ALDRICH AVE N,Minneapolis,MN,55411,2102924110090,44.98814875098559,-93.29034457720407,MPLS PUBLIC HOUSING AUTHORITY MPHA,Sumner Field Phase Ii Lp,,,False,APARTMENT,9,minneapolis_assessing_total_units,reported,Unit count reported by minneapolis assessing total units.,Ward 5,Sumner - Glenwood,Near North,Precinct 4,,Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024.",2023-01-01,2026-01-14,True,1000-aldrich-ave-n-2102924110090
parcel-2102924140068,1000 OLSON MEMORIAL HWY,Minneapolis,MN,55411,2102924140068,44.98480829330253,-93.29180151473565,MPLS PUBLIC HOUSING AUTHORITY MPHA,Sumner Field Partners Lp,,,False,APARTMENT,,,,,Ward 5,Sumner - Glenwood,Near North,Precinct 4,,Current public housing owner or taxpayer match in parcel records,likely,0.65,MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match.,2023-01-01,2026-01-14,True,1000-olson-memorial-hwy-2102924140068
parcel-2002924120100,1000 VINCENT AVE N,Minneapolis,MN,55411,2002924120100,44.988076831537626,-93.31554357633892,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 1 UNIT,1,building_use_inference,inferred,Building use indicates a single-family house; unit count inferred as 1.,Ward 5,Willard - Hay,Near North,Precinct 4,,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,1000-vincent-ave-n-2002924120100
parcel-2102924110093,1001 11TH AVE N,Minneapolis,MN,55411,2102924110093,44.989343591866934,-93.29164319952149,MPLS PUBLIC HOUSING AUTHORITY MPHA,Sumner Field Phase Ii Lp,,,False,APARTMENT,9,minneapolis_assessing_total_units,reported,Unit count reported by minneapolis assessing total units.,Ward 5,Near - North,Near North,Precinct 4,,Current public housing owner or taxpayer match in parcel records,likely,0.65,MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match.,2023-01-01,2026-01-14,True,1001-11th-ave-n-2102924110093
parcel-2102924110017,1001 12TH AVE N,Minneapolis,MN,55414,2102924110017,44.990686897319726,-93.29281213424414,MPLS PUBLIC HOUSING AUTHORITY MPHA,Mpls Public Housing Auth,,,False,VACANT LAND - APARTMENT,0,property_type_inference,inferred_zero,Property type indicates vacant land; unit count inferred as 0.,Ward 5,Near - North,Near North,Precinct 4,,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,1001-12th-ave-n-2102924110017
parcel-3602924120036,1001 WASHINGTON AVE N,Minneapolis,MN,55406,3602924120036,44.96155595768534,-93.23409896366667,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 1 UNIT,1,building_use_inference,inferred,Building use indicates a single-family house; unit count inferred as 1.,Ward 6,Seward,Longfellow,Precinct 3,Sector 4,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,1001-washington-ave-n-3602924120036
parcel-2102924210164,1007 HUMBOLDT AVE N,Minneapolis,MN,55411,2102924210164,44.9884161285433,-93.29857815398243,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 1 UNIT,1,building_use_inference,inferred,Building use indicates a single-family house; unit count inferred as 1.,Ward 5,Near - North,Near North,Precinct 4,,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,1007-humboldt-ave-n-2102924210164
parcel-2102924220029,1009 MORGAN AVE N,Minneapolis,MN,55411,2102924220029,44.988316270750815,-93.30484139951069,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 2 UNITS,2,building_use_inference,inferred,Building use indicates a duplex; unit count inferred as 2.,Ward 5,Near - North,Near North,Precinct 4,,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,1009-morgan-ave-n-2102924220029
parcel-3502924210058,1010 21ST ST E,Minneapolis,MN,55404,3502924210058,44.962085797303544,-93.2590195159113,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 1 UNIT,1,building_use_inference,inferred,Building use indicates a single-family house; unit count inferred as 1.,Ward 6,Ventura Village,Phillips,Precinct 3,Sector 1,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,1010-21st-st-e-3502924210058
parcel-3502924240037,1011 24TH ST E,Minneapolis,MN,55404,3502924240037,44.9588981978638,-93.25951603195752,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 1 UNIT,1,building_use_inference,inferred,Building use indicates a single-family house; unit count inferred as 1.,Ward 9,Midtown Phillips,Phillips,Precinct 3,Sector 1,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,1011-24th-st-e-3502924240037
parcel-2102924220010,1011 LOGAN AVE N,Minneapolis,MN,55411,2102924220010,44.98829064432182,-93.30357829270831,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 1 UNIT,1,building_use_inference,inferred,Building use indicates a single-family house; unit count inferred as 1.,Ward 5,Near - North,Near North,Precinct 4,,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,1011-logan-ave-n-2102924220010
parcel-2102924410039,1015 4TH AVE N,Minneapolis,MN,55405,2102924410039,44.98131994655645,-93.29225365740395,MPLS PUBLIC HOUSING AUTHORITY MPHA,Mpls Public Housing Auth,,,False,APARTMENT,,,,,Ward 5,Sumner - Glenwood,Near North,Precinct 4,,Current public housing owner or taxpayer match in parcel records,likely,0.65,MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match.,2023-01-01,2026-01-14,True,1015-4th-ave-n-2102924410039
parcel-2102924220008,1017 LOGAN AVE N,Minneapolis,MN,55411,2102924220008,44.98852516080483,-93.30357637314883,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 1 UNIT,1,building_use_inference,inferred,Building use indicates a single-family house; unit count inferred as 1.,Ward 5,Near - North,Near North,Precinct 4,,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,1017-logan-ave-n-2102924220008
parcel-1902923220041,1025 21ST AVE SE,Minneapolis,MN,55414,1902923220041,44.98866988234794,-93.22323031903296,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 2 UNITS,2,building_use_inference,inferred,Building use indicates a duplex; unit count inferred as 2.,Ward 1,Como,University,Precinct 2,Sector 1,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,1025-21st-ave-se-1902923220041
parcel-2102924220057,1026 OLIVER AVE N,Minneapolis,MN,55411,2102924220057,44.98875902142245,-93.30663301470938,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 1 UNIT,1,building_use_inference,inferred,Building use indicates a single-family house; unit count inferred as 1.,Ward 5,Near - North,Near North,Precinct 4,,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,1026-oliver-ave-n-2102924220057
parcel-2102924210137,1029 JAMES AVE N,Minneapolis,MN,55411,2102924210137,44.98849438066864,-93.30104767297854,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 1 UNIT,1,building_use_inference,inferred,Building use indicates a single-family house; unit count inferred as 1.,Ward 5,Near - North,Near North,Precinct 4,,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,1029-james-ave-n-2102924210137
parcel-1202924320118,1030 LOWRY AVE NE,Minneapolis,MN,55418,1202924320118,45.01299561973145,-93.2442799940501,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,APARTMENT,6,minneapolis_assessing_total_units,reported,Unit count reported by minneapolis assessing total units.,Ward 1,Windom Park,Northeast,Precinct 2,,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,1030-lowry-ave-ne-1202924320118
parcel-2102924210154,1038 IRVING AVE N,Minneapolis,MN,55411,2102924210154,44.988693061140026,-93.2998629405402,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 2 UNITS,2,building_use_inference,inferred,Building use indicates a duplex; unit count inferred as 2.,Ward 5,Near - North,Near North,Precinct 4,,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,1038-irving-ave-n-2102924210154
parcel-2402924110005,1091 18TH AVE SE,Minneapolis,MN,55414,2402924110005,44.990527650247614,-93.22731396842723,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 1 UNIT,1,building_use_inference,inferred,Building use indicates a single-family house; unit count inferred as 1.,Ward 1,Como,University,Precinct 2,Sector 1,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,1091-18th-ave-se-2402924110005
parcel-1002824340001,11 44TH ST W,Minneapolis,MN,55409,1002824340001,44.92303617002615,-93.27848620111035,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 1 UNIT,1,building_use_inference,inferred,Building use indicates a single-family house; unit count inferred as 1.,Ward 8,King Field,Southwest,Precinct 5,,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,11-44th-st-w-1002824340001
parcel-2102924210016,1100 IRVING AVE N,Minneapolis,MN,55411,2102924210016,44.98912156294797,-93.29974856884505,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 1 UNIT,1,building_use_inference,inferred,Building use indicates a single-family house; unit count inferred as 1.,Ward 5,Near - North,Near North,Precinct 4,,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,1100-irving-ave-n-2102924210016
parcel-2102924110091,1100 VAN WHITE MEMORIAL BLVD,Minneapolis,MN,55411,2102924110091,44.98896574865949,-93.29143995711483,MPLS PUBLIC HOUSING AUTHORITY MPHA,Sumner Field Phase Ii Lp,,,False,APARTMENT,6,minneapolis_assessing_total_units,reported,Unit count reported by minneapolis assessing total units.,Ward 5,Sumner - Glenwood,Near North,Precinct 4,,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,1100-van-white-memorial-blvd-2102924110091
parcel-2102924210131,1105 KNOX AVE N,Minneapolis,MN,55411,2102924210131,44.98913915245391,-93.30231033960474,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 2 UNITS,2,building_use_inference,inferred,Building use indicates a duplex; unit count inferred as 2.,Ward 5,Near - North,Near North,Precinct 4,,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,1105-knox-ave-n-2102924210131
parcel-2102924220021,1110 MORGAN AVE N,Minneapolis,MN,55411,2102924220021,44.98919058875227,-93.30411414970908,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 1 UNIT,1,building_use_inference,inferred,Building use indicates a single-family house; unit count inferred as 1.,Ward 5,Near - North,Near North,Precinct 4,,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,1110-morgan-ave-n-2102924220021
parcel-1602924430100,1112 14TH AVE N,Minneapolis,MN,55411,1602924430100,44.99321564242873,-93.29504294905215,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,VACANT LAND - RESIDENTIAL,0,property_type_inference,inferred_zero,Property type indicates vacant land; unit count inferred as 0.,Ward 5,Near - North,Near North,Precinct 4,,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,1112-14th-ave-n-1602924430100
parcel-2102924210083,1119 JAMES AVE N,Minneapolis,MN,55411,2102924210083,44.98958946296291,-93.3010383665917,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 1 UNIT,1,building_use_inference,inferred,Building use indicates a single-family house; unit count inferred as 1.,Ward 5,Near - North,Near North,Precinct 4,,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,1119-james-ave-n-2102924210083
parcel-2102924220043,1119 NEWTON AVE N,Minneapolis,MN,55411,2102924220043,44.98951418472674,-93.30608459001186,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 1 UNIT,1,building_use_inference,inferred,Building use indicates a single-family house; unit count inferred as 1.,Ward 5,Near - North,Near North,Precinct 4,,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,1119-newton-ave-n-2102924220043
parcel-2102924420119,1134 VAN WHITE MEMORIAL BLVD,Minneapolis,MN,55405,2102924420119,44.98216328302995,-93.2946669789534,MPLS PUBLIC HOUSING AUTHORITY MPHA,Mpls Public Housing Auth,,,False,VACANT LAND - APARTMENT,0,property_type_inference,inferred_zero,Property type indicates vacant land; unit count inferred as 0.,Ward 5,Sumner - Glenwood,Near North,Precinct 4,,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,1134-van-white-memorial-blvd-2102924420119
parcel-2102924210087,1135 JAMES AVE N,Minneapolis,MN,55411,2102924210087,44.99010263376055,-93.30103175619531,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 1 UNIT,1,building_use_inference,inferred,Building use indicates a single-family house; unit count inferred as 1.,Ward 5,Near - North,Near North,Precinct 4,,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,1135-james-ave-n-2102924210087
mpha-portfolio-charles-horn-towers-115-west-31st-street,115 West 31st Street,Minneapolis,MN,,,,,,,Charles Horn Towers,115 West 31st Street,True,High-Rise,163,mpha_portfolio,reported,Unit count reported by mpha portfolio.,,,,,,Official MPHA portfolio listing,confirmed,0.8,MPHA's public properties page lists Charles Horn Towers at 115 West 31st Street. No matching MetroGIS/Hennepin parcel ID was found from address matching.,2026-06-03,2026-06-03,True,115-west-31st-street-charles-horn-towers
parcel-2102924420118,1201 VAN WHITE MEMORIAL BLVD,Minneapolis,MN,55405,2102924420118,44.98121982689666,-93.29647672995765,MPLS PUBLIC HOUSING AUTHORITY MPHA,Mpls Public Housing Auth,,,False,VACANT LAND - APARTMENT,0,property_type_inference,inferred_zero,Property type indicates vacant land; unit count inferred as 0.,Ward 5,Sumner - Glenwood,Near North,Precinct 4,,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,1201-van-white-memorial-blvd-2102924420118
parcel-2102924210043,1202 JAMES AVE N,Minneapolis,MN,55411,2102924210043,44.99021488282864,-93.30032552193475,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 1 UNIT,1,building_use_inference,inferred,Building use indicates a single-family house; unit count inferred as 1.,Ward 5,Near - North,Near North,Precinct 4,,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,1202-james-ave-n-2102924210043
parcel-2102924210104,1203 KNOX AVE N,Minneapolis,MN,55411,2102924210104,44.9898435024027,-93.30230320602752,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 1 UNIT,1,building_use_inference,inferred,Building use indicates a single-family house; unit count inferred as 1.,Ward 5,Near - North,Near North,Precinct 4,,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,1203-knox-ave-n-2102924210104
parcel-1402924230173,1206 2ND ST NE,Minneapolis,MN,55413,1402924230173,45.000223250083906,-93.26643517434556,MPLS PUBLIC HOUSING AUTHORITY MPHA,Mpls Public Housing Auth,Friendly Manor,1206 NE 2nd Street,True,High-Rise,57,mpha_portfolio,reported,Unit count reported by mpha portfolio.,Ward 3,Sheridan,Northeast,Precinct 2,,Official MPHA portfolio listing; Current public housing owner or taxpayer match in parcel records,confirmed,1.0,MPHA's public properties page lists Friendly Manor at 1206 NE 2nd Street. MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match.,2023-01-01,2026-06-03,True,1206-2nd-st-ne-1402924230173
parcel-2102924210089,1207 JAMES AVE N,Minneapolis,MN,55411,2102924210089,44.9903368640689,-93.30103247870566,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 2 UNITS,2,building_use_inference,inferred,Building use indicates a duplex; unit count inferred as 2.,Ward 5,Near - North,Near North,Precinct 4,,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,1207-james-ave-n-2102924210089
parcel-2102924210033,1211 HUMBOLDT AVE N,Minneapolis,MN,55411,2102924210033,44.99052024380465,-93.29855377860461,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 2 UNITS,2,building_use_inference,inferred,Building use indicates a duplex; unit count inferred as 2.,Ward 5,Near - North,Near North,Precinct 4,,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,1211-humboldt-ave-n-2102924210033
parcel-2602924420059,1212 9TH ST S,Minneapolis,MN,55404,2602924420059,44.96822069443324,-93.2563474732345,MPLS PUBLIC HOUSING AUTHORITY MPHA,Mpls Public Housing Auth,Elliot Twins Apartments,1212 South 9th Street,True,High-Rise,87,mpha_portfolio,reported,Unit count reported by mpha portfolio.,Ward 6,Elliot Park,Central,Precinct 1,,Official MPHA portfolio listing; Current public housing owner or taxpayer match in parcel records,confirmed,1.0,MPHA's public properties page lists Elliot Twins Apartments at 1212 South 9th Street. MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match.,2023-01-01,2026-06-03,True,1212-9th-st-s-2602924420059
parcel-2002924110032,1212 RUSSELL AVE N,Minneapolis,MN,55411,2002924110032,44.99000898210242,-93.31044023050335,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 1 UNIT,1,building_use_inference,inferred,Building use indicates a single-family house; unit count inferred as 1.,Ward 5,Willard - Hay,Near North,Precinct 4,,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,1212-russell-ave-n-2002924110032
parcel-2102924210004,1214 IRVING AVE N,Minneapolis,MN,55411,2102924210004,44.99064543503494,-93.29908001992942,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 1 UNIT,1,building_use_inference,inferred,Building use indicates a single-family house; unit count inferred as 1.,Ward 5,Near - North,Near North,Precinct 4,,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,1214-irving-ave-n-2102924210004
parcel-2102924210034,1215 HUMBOLDT AVE N,Minneapolis,MN,55411,2102924210034,44.9906459360528,-93.29855348425654,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,VACANT LAND - RESIDENTIAL,0,property_type_inference,inferred_zero,Property type indicates vacant land; unit count inferred as 0.,Ward 5,Near - North,Near North,Precinct 4,,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,1215-humboldt-ave-n-2102924210034
parcel-2102924220143,1215 OLIVER AVE N,Minneapolis,MN,55411,2102924220143,44.99017798564016,-93.30734008755492,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 1 UNIT,1,building_use_inference,inferred,Building use indicates a single-family house; unit count inferred as 1.,Ward 5,Near - North,Near North,Precinct 4,,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,1215-oliver-ave-n-2102924220143
