property_id,canonical_address,city,state,zip,parcel_id,latitude,longitude,current_owner_name,current_taxpayer_name,official_property_name,official_listed_address,is_official_mpha_listing,property_type,estimated_unit_count,unit_count_source,unit_count_confidence,unit_count_notes,ward,neighborhood,community,police_precinct,police_sector,current_status,confidence_level,confidence_score,public_notes,first_seen_date,last_seen_date,is_current,detail_url_slug
parcel-2902924110082,224 QUEEN AVE S,Minneapolis,MN,55405,2902924110082,44.97456444973696,-93.3099834812891,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 1 UNIT,1,building_use_inference,inferred,Building use indicates a single-family house; unit count inferred as 1.,Ward 7,Bryn - Mawr,Calhoun Isle,Precinct 4,,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,224-queen-ave-s-2902924110082
parcel-1102924320115,225 22ND AVE NE,Minneapolis,MN,55418,1102924320115,45.010287079396946,-93.26494772506408,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 1 UNIT,1,building_use_inference,inferred,Building use indicates a single-family house; unit count inferred as 1.,Ward 3,Bottineau,Northeast,Precinct 2,,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,225-22nd-ave-ne-1102924320115
parcel-1002824210016,23 38TH ST W,Minneapolis,MN,55409,1002824210016,44.933847917004584,-93.27915755754893,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 2 UNITS,2,building_use_inference,inferred,Building use indicates a duplex; unit count inferred as 2.,Ward 8,King Field,Southwest,Precinct 5,,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,23-38th-st-w-1002824210016
parcel-1602924110045,2301 LYNDALE AVE N,Minneapolis,MN,55411,1602924110045,45.00271906676668,-93.28841505447855,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 1 UNIT,1,building_use_inference,inferred,Building use indicates a single-family house; unit count inferred as 1.,Ward 5,Hawthorne,Near North,Precinct 4,Sector 2,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,2301-lyndale-ave-n-1602924110045
parcel-1602924110044,2307 LYNDALE AVE N,Minneapolis,MN,55411,1602924110044,45.00285849591038,-93.28841623406952,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 1 UNIT,1,building_use_inference,inferred,Building use indicates a single-family house; unit count inferred as 1.,Ward 5,Hawthorne,Near North,Precinct 4,Sector 2,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,2307-lyndale-ave-n-1602924110044
parcel-1702924120095,2315 THOMAS AVE N,Minneapolis,MN,55411,1702924120095,45.002871727295584,-93.31368420493898,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 1 UNIT,1,building_use_inference,inferred,Building use indicates a single-family house; unit count inferred as 1.,Ward 5,Willard - Hay,Near North,Precinct 4,,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,2315-thomas-ave-n-1702924120095
parcel-0102824310092,2321 34TH ST E,Minneapolis,MN,55406,0102824310092,44.94110205480678,-93.23778275131535,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 1 UNIT,1,building_use_inference,inferred,Building use indicates a single-family house; unit count inferred as 1.,Ward 9,Corcoran,Powderhorn,Precinct 3,Sector 2,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,2321-34th-st-e-0102824310092
parcel-2102924330133,233 MORGAN AVE N,Minneapolis,MN,55405,2102924330133,44.97877486923719,-93.30475757411166,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 1 UNIT,1,building_use_inference,inferred,Building use indicates a single-family house; unit count inferred as 1.,Ward 5,Harrison,Near North,Precinct 4,,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,233-morgan-ave-n-2102924330133
parcel-3502924240024,2401 11TH AVE S,Minneapolis,MN,55404,3502924240024,44.95890873050848,-93.25842536213676,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 1 UNIT,1,building_use_inference,inferred,Building use indicates a single-family house; unit count inferred as 1.,Ward 9,Midtown Phillips,Phillips,Precinct 3,Sector 1,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,2401-11th-ave-s-3502924240024
parcel-3502924240171,2404 10TH AVE S,Minneapolis,MN,55404,3502924240171,44.95883755941596,-93.26035518578921,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 1 UNIT,1,building_use_inference,inferred,Building use indicates a single-family house; unit count inferred as 1.,Ward 9,Midtown Phillips,Phillips,Precinct 3,Sector 1,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,2404-10th-ave-s-3502924240171
parcel-3402924140015,2404 PORTLAND AVE,Minneapolis,MN,55404,3402924140015,44.95892567418508,-93.26801631138603,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 1 UNIT,1,building_use_inference,inferred,Building use indicates a single-family house; unit count inferred as 1.,Ward 6,Phillips West,Phillips,Precinct 3,Sector 1,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,2404-portland-ave-3402924140015
parcel-1102924310043,2412 4TH ST NE,Minneapolis,MN,55418,1102924310043,45.012637847565905,-93.26191492298803,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 1 UNIT,1,building_use_inference,inferred,Building use indicates a single-family house; unit count inferred as 1.,Ward 1,Holland,Northeast,Precinct 2,,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,2412-4th-st-ne-1102924310043
parcel-1502924220188,2415 3RD ST N,Minneapolis,MN,55411,1502924220188,45.004244902152685,-93.28381996772346,MPLS PUBLIC HOUSING AUTHORITY MPHA,Mpls Public Housing Auth,Lynway Manor,2415 North 3rd St,True,High-Rise,62,mpha_portfolio,reported,Unit count reported by mpha portfolio.,Ward 5,Hawthorne,Near North,Precinct 4,Sector 2,Official MPHA portfolio listing; Current public housing owner or taxpayer match in parcel records,confirmed,1.0,MPHA's public properties page lists Lynway Manor at 2415 North 3rd St. MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match.,2023-01-01,2026-06-03,True,2415-3rd-st-n-1502924220188
parcel-1102924420043,2417 WASHINGTON ST NE,Minneapolis,MN,55418,1102924420043,45.012772492759225,-93.25638916795387,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 2 UNITS,2,building_use_inference,inferred,Building use indicates a duplex; unit count inferred as 2.,Ward 1,Holland,Northeast,Precinct 2,,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,2417-washington-st-ne-1102924420043
parcel-3402924140060,2419 5TH AVE S,Minneapolis,MN,55404,3402924140060,44.95824637809817,-93.26860851850483,MPLS PUBLIC HOUSING AUTHORITY MPHA,Mpls Public Housing Auth,Fifth Avenue Highrise; Fifth Avenue Highrise,2419 South 5th Avenue; 2433 South 5th Avenue,True,High-Rise,127,mpha_portfolio,reported,Unit count reported by mpha portfolio.,Ward 6,Phillips West,Phillips,Precinct 3,Sector 1,Official MPHA portfolio listing; Current public housing owner or taxpayer match in parcel records,confirmed,1.0,"MPHA's public properties page lists Fifth Avenue Highrise, Fifth Avenue Highrise at 2419 South 5th Avenue, 2433 South 5th Avenue. MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match.",2023-01-01,2026-06-03,True,2419-5th-ave-s-3402924140060
parcel-1902923240157,2421 COLE AVE,Minneapolis,MN,55414,1902923240157,44.98569791059511,-93.21784325283107,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 2 UNITS,2,building_use_inference,inferred,Building use indicates a duplex; unit count inferred as 2.,Ward 2,Como,University,Precinct 2,Sector 1,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,2421-cole-ave-1902923240157
parcel-3502924140256,2425 16TH AVE S,Minneapolis,MN,55404,3502924140256,44.95814818063429,-93.25075189317799,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,APARTMENT,6,minneapolis_assessing_total_units,reported,Unit count reported by minneapolis assessing total units.,Ward 9,East Phillips,Phillips,Precinct 3,Sector 1,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,2425-16th-ave-s-3502924140256
parcel-3502924240031,2426 11TH AVE S,Minneapolis,MN,55404,3502924240031,44.95827355271463,-93.25908802469502,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 1 UNIT,1,building_use_inference,inferred,Building use indicates a single-family house; unit count inferred as 1.,Ward 9,Midtown Phillips,Phillips,Precinct 3,Sector 1,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,2426-11th-ave-s-3502924240031
parcel-3602924120096,2429 22ND ST E,Minneapolis,MN,55406,3602924120096,44.960695754199776,-93.23643028141754,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 1 UNIT,1,building_use_inference,inferred,Building use indicates a single-family house; unit count inferred as 1.,Ward 6,Seward,Longfellow,Precinct 3,Sector 4,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,2429-22nd-st-e-3602924120096
parcel-3502924140048,2438 17TH AVE S,Minneapolis,MN,55404,3502924140048,44.95772616684867,-93.25023592092298,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 2 UNITS,2,building_use_inference,inferred,Building use indicates a duplex; unit count inferred as 2.,Ward 9,East Phillips,Phillips,Precinct 3,Sector 1,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,2438-17th-ave-s-3502924140048
parcel-3402924230146,2457 GARFIELD AVE,Minneapolis,MN,55405,3402924230146,44.95745984168138,-93.28639750289157,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 1 UNIT,1,building_use_inference,inferred,Building use indicates a single-family house; unit count inferred as 1.,Ward 10,Whittier,Powderhorn,Precinct 5,Sector 1,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,2457-garfield-ave-3402924230146
parcel-2002924440041,249 QUEEN AVE N,Minneapolis,MN,55405,2002924440041,44.97858464395051,-93.30998335484563,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 1 UNIT,1,building_use_inference,inferred,Building use indicates a single-family house; unit count inferred as 1.,Ward 5,Harrison,Near North,Precinct 4,,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,249-queen-ave-n-2002924440041
parcel-3502924130141,2500 15TH AVE S,Minneapolis,MN,55404,3502924130141,44.95714188475589,-93.25394906305102,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 1 UNIT,1,building_use_inference,inferred,Building use indicates a single-family house; unit count inferred as 1.,Ward 9,Midtown Phillips,Phillips,Precinct 3,Sector 1,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,2500-15th-ave-s-3502924130141
parcel-1102924130262,2510 WASHINGTON ST NE,Minneapolis,MN,55418,1102924130262,45.0135659666251,-93.25709422310122,MPLS CITY PROPERTY (PREV MCDA),Community Housing Resources,,,False,RESIDENTIAL 1 UNIT,1,building_use_inference,inferred,Building use indicates a single-family house; unit count inferred as 1.,Ward 1,Holland,Northeast,Precinct 2,,Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024.",2023-01-01,2026-01-14,True,2510-washington-st-ne-1102924130262
parcel-1502924220093,2511 3RD ST N,Minneapolis,MN,55411,1502924220093,45.00518205017884,-93.28380683048881,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 1 UNIT,1,building_use_inference,inferred,Building use indicates a single-family house; unit count inferred as 1.,Ward 5,Hawthorne,Near North,Precinct 4,Sector 2,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,2511-3rd-st-n-1502924220093
parcel-1202924240154,2514 BUCHANAN ST,Minneapolis,MN,55418,1202924240154,45.01373057926853,-93.24006404739092,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 1 UNIT,1,building_use_inference,inferred,Building use indicates a single-family house; unit count inferred as 1.,Ward 1,Audubon Park,Northeast,Precinct 2,,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,2514-buchanan-st-1202924240154
parcel-2002824110175,2514 ROBBINS ST,Minneapolis,MN,55410,2002824110175,44.904527607294085,-93.3122642701786,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 1 UNIT,1,building_use_inference,inferred,Building use indicates a single-family house; unit count inferred as 1.,Ward 13,Armatage,Southwest,Precinct 5,Sector 3,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,2514-robbins-st-2002824110175
parcel-1602924210029,2516 JAMES AVE N,Minneapolis,MN,55411,1602924210029,45.005348968105665,-93.30038148780329,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 2 UNITS,2,building_use_inference,inferred,Building use indicates a duplex; unit count inferred as 2.,Ward 5,Jordan,Near North,Precinct 4,Sector 2,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,2516-james-ave-n-1602924210029
parcel-3502924140078,2523 BLOOMINGTON AVE,Minneapolis,MN,55404,3502924140078,44.95638323725008,-93.25201341770654,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 1 UNIT,1,building_use_inference,inferred,Building use indicates a single-family house; unit count inferred as 1.,Ward 9,East Phillips,Phillips,Precinct 3,Sector 1,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,2523-bloomington-ave-3502924140078
parcel-1202924230178,2523 TAYLOR ST,Minneapolis,MN,55418,1202924230178,45.013946653615314,-93.24332579413824,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 1 UNIT,1,building_use_inference,inferred,Building use indicates a single-family house; unit count inferred as 1.,Ward 1,Audubon Park,Northeast,Precinct 2,,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,2523-taylor-st-1202924230178
parcel-3502924130266,2525 12TH AVE S,Minneapolis,MN,55404,3502924130266,44.95625335461361,-93.25711961400367,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 1 UNIT,1,building_use_inference,inferred,Building use indicates a single-family house; unit count inferred as 1.,Ward 9,Midtown Phillips,Phillips,Precinct 3,Sector 1,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,2525-12th-ave-s-3502924130266
parcel-3602924120135,2526 24TH ST E,Minneapolis,MN,55406,3602924120135,44.95938014945338,-93.23496945026793,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 1 UNIT,1,building_use_inference,inferred,Building use indicates a single-family house; unit count inferred as 1.,Ward 6,Seward,Longfellow,Precinct 3,Sector 4,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,2526-24th-st-e-3602924120135
parcel-3602924120115,2527 22ND ST E,Minneapolis,MN,55406,3602924120115,44.96072213671452,-93.23502015722312,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 1 UNIT,1,building_use_inference,inferred,Building use indicates a single-family house; unit count inferred as 1.,Ward 6,Seward,Longfellow,Precinct 3,Sector 4,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,2527-22nd-st-e-3602924120115
parcel-3502924130252,2528 13TH AVE S,Minneapolis,MN,55404,3502924130252,44.95613615533481,-93.25656803672715,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 1 UNIT,1,building_use_inference,inferred,Building use indicates a single-family house; unit count inferred as 1.,Ward 9,Midtown Phillips,Phillips,Precinct 3,Sector 1,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,2528-13th-ave-s-3502924130252
parcel-3402924130104,2533 1ST AVE S,Minneapolis,MN,55404,3402924130104,44.95596444780992,-93.2762263708321,MPLS PUBLIC HOUSING AUTHORITY MPHA,Mpls Public Housing Auth,Signe Burckhardt,2533 South 1st Avenue,True,High-Rise,42,mpha_portfolio,reported,Unit count reported by mpha portfolio.,Ward 10,Whittier,Powderhorn,Precinct 5,Sector 1,Official MPHA portfolio listing; Current public housing owner or taxpayer match in parcel records,confirmed,1.0,MPHA's public properties page lists Signe Burckhardt at 2533 South 1st Avenue. MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match.,2023-01-01,2026-06-03,True,2533-1st-ave-s-3402924130104
parcel-1602924210016,2533 IRVING AVE N,Minneapolis,MN,55411,1602924210016,45.00571699734616,-93.29972452362243,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 1 UNIT,1,building_use_inference,inferred,Building use indicates a single-family house; unit count inferred as 1.,Ward 5,Jordan,Near North,Precinct 4,Sector 2,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,2533-irving-ave-n-1602924210016
parcel-3502924130222,2534 15TH AVE S,Minneapolis,MN,55404,3502924130222,44.955799415052525,-93.2540406268998,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 1 UNIT,1,building_use_inference,inferred,Building use indicates a single-family house; unit count inferred as 1.,Ward 9,Midtown Phillips,Phillips,Precinct 3,Sector 1,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,2534-15th-ave-s-3502924130222
parcel-1102924130062,2534 MONROE ST,Minneapolis,MN,55418,1102924130062,45.01431659601741,-93.25278458388068,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 1 UNIT,1,building_use_inference,inferred,Building use indicates a single-family house; unit count inferred as 1.,Ward 1,Holland,Northeast,Precinct 2,,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,2534-monroe-st-1102924130062
parcel-1102924240096,2548 5TH ST NE,Minneapolis,MN,55418,1102924240096,45.01469287905246,-93.26070356186824,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 1 UNIT,1,building_use_inference,inferred,Building use indicates a single-family house; unit count inferred as 1.,Ward 1,Holland,Northeast,Precinct 2,,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,2548-5th-st-ne-1102924240096
parcel-1102924240097,2552 5TH ST NE,Minneapolis,MN,55418,1102924240097,45.01483910704393,-93.26064339645752,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 1 UNIT,1,building_use_inference,inferred,Building use indicates a single-family house; unit count inferred as 1.,Ward 1,Holland,Northeast,Precinct 2,,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,2552-5th-st-ne-1102924240097
parcel-3602924320010,2601 LONGFELLOW AVE,Minneapolis,MN,55407,3602924320010,44.95534188930704,-93.24571994911096,MPLS PUBLIC HOUSING AUTHORITY MPHA,Community Housing Resources,,,False,RESIDENTIAL 1 UNIT,1,building_use_inference,inferred,Building use indicates a single-family house; unit count inferred as 1.,Ward 9,East Phillips,Phillips,Precinct 3,Sector 1,Current public housing ownership match in Minneapolis assessing records; Current public housing owner or taxpayer match in parcel records,likely,1.0,"MetroGIS/Hennepin parcel data contains a public housing owner or taxpayer-name match. Minneapolis assessing records show public housing owner or taxpayer evidence for 2023, 2024, 2025.",2023-01-01,2026-01-14,True,2601-longfellow-ave-3602924320010
