property_id,parcel_id,source_ids,sale_date,sale_value,assessed_land_value,assessed_building_value,assessed_total_value,tax_year,market_year,total_tax,use_classes,zoning,land_use,parcel_area_sqft,acres,year_built,finished_sqft,above_ground_area,below_ground_area,total_units,building_use
parcel-0302924320069,0302924320069,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,25000.0,128500.0,153500.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,6288.0,0.14,1909,,1124.0,780.0,,Single Family House
parcel-0302924320142,0302924320142,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,1991-09-01,4000.0,18000.0,259000.0,277000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5188.0,0.12,2008,,1322.0,1298.0,,Single Family House
parcel-0302924330053,0302924330053,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,23000.0,152000.0,175000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,6278.0,0.14,1977,,1092.0,1092.0,,Single Family House
parcel-0302924440047,0302924440047,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,104000.0,143900.0,247900.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,5348.0,0.12,1976,,1052.0,1052.0,,Single Family House
parcel-0402824110130,0402824110130,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,192000.0,381100.0,573100.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,5898.0,0.14,1900,,2032.0,1016.0,,Single Family House
parcel-0402824120075,0402824120075,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,193000.0,298900.0,491900.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,5896.0,0.14,1900,,2360.0,1220.0,,Single Family House
parcel-0402824130122,0402824130122,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,190000.0,252100.0,442100.0,2026,2025,,Double Bungalow | Municipal Property,Urban Neighborhood 2,,5145.0,0.12,1972,,1736.0,896.0,,Duplex
parcel-0402824240038,0402824240038,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,265000.0,272600.0,537600.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,5168.0,0.12,1906,,1832.0,796.0,,Single Family House
parcel-0402824240087,0402824240087,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,255000.0,361200.0,616200.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,5447.0,0.13,1906,,2022.0,918.0,,Single Family House
parcel-0402824410070,0402824410070,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,176000.0,177000.0,353000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,5413.0,0.12,1902,,1728.0,,,Single Family House
parcel-0402824410140,0402824410140,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,186000.0,194900.0,380900.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,5417.0,0.12,1916,,1859.0,1064.0,,Single Family House
parcel-0402824410149,0402824410149,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,177000.0,177100.0,354100.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,5417.0,0.12,1900,,1416.0,708.0,,Single Family House
parcel-0402824410183,0402824410183,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,2000-03-01,335000.0,137800.0,498200.0,636000.0,2026,2025,,Apartment | Municipal Property,Urban Neighborhood 2,,5513.0,0.13,1913,,3608.0,1564.0,4,Apartment 4 or 5 Unit
parcel-0402824440073,0402824440073,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,218000.0,139200.0,357200.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,5420.0,0.12,1913,,1340.0,672.0,,Single Family House
parcel-0402824440194,0402824440194,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,209000.0,257300.0,466300.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,5061.0,0.12,1908,,2180.0,1080.0,,Single Family House
parcel-0402924120196,0402924120196,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,35000.0,168000.0,203000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,5369.0,0.12,1973,,1092.0,1092.0,,Single Family House
parcel-0402924130084,0402924130084,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,26000.0,174900.0,200900.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,6396.0,0.15,1972,,1040.0,1040.0,,Single Family House
parcel-0402924140083,0402924140083,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,23000.0,163000.0,186000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,5096.0,0.12,1973,,1344.0,672.0,,Single Family House
parcel-0402924140182,0402924140182,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,26000.0,239300.0,265300.0,2026,2025,,Double Bungalow | Special Taxing Districts,Urban Neighborhood 1,,6392.0,0.15,1973,,1568.0,896.0,,Duplex
parcel-0402924210188,0402924210188,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,34000.0,208200.0,242200.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5068.0,0.12,1983,,1142.0,672.0,,Single Family House
parcel-0402924220124,0402924220124,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,47000.0,176000.0,223000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 1,,5126.0,0.12,1950,,1050.0,780.0,,Single Family House
parcel-0402924240031,0402924240031,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,22000.0,210500.0,232500.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,4775.0,0.11,1980,,1230.0,,,Single Family House
parcel-0402924330004,0402924330004,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,20000.0,218000.0,238000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,4865.0,0.11,1983,,1312.0,672.0,,Single Family House
parcel-0402924330049,0402924330049,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,21000.0,167700.0,188700.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,5094.0,0.12,1947,,1308.0,792.0,,Single Family House
parcel-0402924420079,0402924420079,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,23000.0,151700.0,174700.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,5068.0,0.12,1917,,768.0,768.0,,Single Family House
parcel-0402924430198,0402924430198,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,21000.0,121000.0,142000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,5034.0,0.12,1907,,1152.0,576.0,,Single Family House
parcel-0402924440122,0402924440122,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,21000.0,152300.0,173300.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,5031.0,0.12,1907,,1090.0,558.0,,Single Family House
parcel-0402924440134,0402924440134,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,21000.0,169900.0,190900.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,5035.0,0.12,1978,,1092.0,1092.0,,Single Family House
parcel-0402924440226,0402924440226,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,2002-03-01,146000.0,25000.0,184300.0,209300.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,7581.0,0.17,1981,,938.0,680.0,,Single Family House
parcel-0502823230041,0502823230041,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,222000.0,170000.0,392000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,4962.0,0.11,1984,,1037.0,648.0,,Single Family House
parcel-0502823330045,0502823330045,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,1999-12-01,154000.0,210000.0,221300.0,431300.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 3,,4949.0,0.11,1932,,1134.0,894.0,,Single Family House
parcel-0502924110220,0502924110220,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,50000.0,171900.0,221900.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 1,,5761.0,0.13,1931,,1096.0,846.0,,Single Family House
parcel-0502924410083,0502924410083,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,47000.0,172600.0,219600.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 1,,5102.0,0.12,1916,,1487.0,858.0,,Single Family House
parcel-0502924410092,0502924410092,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,47000.0,196000.0,243000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 1,,5103.0,0.12,1923,,1144.0,644.0,,Single Family House
parcel-0502924410118,0502924410118,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,1983-12-01,54000.0,44000.0,178200.0,222200.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 1,,5042.0,0.12,1919,,880.0,660.0,,Single Family House
parcel-0502924420036,0502924420036,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,64000.0,197600.0,261600.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 1,,5355.0,0.12,1972,,1056.0,1056.0,,Single Family House
parcel-0502924420094,0502924420094,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,49000.0,268000.0,317000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 1,,5424.0,0.12,2000,,1680.0,884.0,,Single Family House
parcel-0502924430073,0502924430073,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,1983-09-01,61500.0,35000.0,195400.0,230400.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 1,,5400.0,0.12,1949,,1309.0,877.0,,Single Family House
parcel-0502924430177,0502924430177,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,1984-03-01,59500.0,34000.0,158100.0,192100.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 1,,5029.0,0.12,1926,,1040.0,768.0,,Single Family House
parcel-0502924440142,0502924440142,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,1984-03-01,57000.0,34000.0,196700.0,230700.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 1,,5092.0,0.12,1956,,1120.0,1120.0,,Single Family House
parcel-0602823110148,0602823110148,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,135000.0,203000.0,338000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,4680.0,0.11,1983,,1230.0,1230.0,,Single Family House
parcel-0602823120059,0602823120059,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,144000.0,227500.0,371500.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5144.0,0.12,1990,,1226.0,,,Single Family House
parcel-0602823120116,0602823120116,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,141000.0,191600.0,332600.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,5131.0,0.12,1922,,1148.0,740.0,,Single Family House
parcel-0602823130097,0602823130097,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,1999-10-01,114000.0,141000.0,356000.0,497000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5137.0,0.12,2012,,1818.0,909.0,,Single Family House
parcel-0602823140104,0602823140104,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,1999-12-01,110000.0,152000.0,214300.0,366300.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,6813.0,0.16,1908,,1036.0,624.0,,Single Family House
parcel-0602823220054,0602823220054,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,139000.0,192000.0,331000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,6374.0,0.15,1978,,1250.0,1250.0,,Single Family House
parcel-0602823230017,0602823230017,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,1999-10-01,113000.0,127000.0,214900.0,341900.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5948.0,0.14,1907,,1124.0,690.0,,Single Family House
parcel-0602823230063,0602823230063,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,135000.0,141000.0,276000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,5905.0,0.14,1923,,912.0,912.0,,Single Family House
parcel-0602823320042,0602823320042,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,132000.0,136000.0,268000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5620.0,0.13,1907,,1056.0,528.0,,Single Family House
parcel-0602823320080,0602823320080,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,121000.0,180000.0,301000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5612.0,0.13,1990,,1083.0,1086.0,,Single Family House
parcel-0602823330083,0602823330083,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,90000.0,212000.0,302000.0,2026,2025,,Residential | Special Taxing Districts,Residence Goods and Services,,5194.0,0.12,1990,,1410.0,,,Single Family House
parcel-0602823330146,0602823330146,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,403300.0,2646700.0,3050000.0,2026,2025,,Apartment | Municipal Property,Destination Mixed Use,,25206.0,0.58,1966,,15989.0,4246.0,28,Apartment 6+ Unit
parcel-0602823330153,0602823330153,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,290000.0,2600000.0,2890000.0,2026,2025,,Apartment | Municipal Property,Urban Neighborhood 3,,18126.0,0.42,1966,,20235.0,,28,Apartment 6+ Unit
parcel-0602823340084,0602823340084,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,131000.0,202000.0,333000.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 3,,6576.0,0.15,1990,,1454.0,,,Single Family House
parcel-0602823410152,0602823410152,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,141000.0,146200.0,287200.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5080.0,0.12,1921,,892.0,528.0,,Single Family House
parcel-0602823430129,0602823430129,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,145000.0,122200.0,267200.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 2,,5331.0,0.12,1923,,678.0,678.0,,Single Family House
parcel-0602823440108,0602823440108,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,141000.0,104100.0,245100.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,5063.0,0.12,1926,,728.0,728.0,,Single Family House
parcel-0702823120088,0702823120088,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,133000.0,150000.0,283000.0,2026,2025,,Residential | Municipal Property,Residence Goods and Services,,5018.0,0.12,1972,,1040.0,1040.0,,Single Family House
parcel-0702823120181,0702823120181,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,1988-02-01,33000.0,142000.0,214500.0,356500.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,5140.0,0.12,1990,,1083.0,1083.0,,Single Family House
parcel-0702823130054,0702823130054,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,141000.0,185300.0,326300.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,5128.0,0.12,1914,,1266.0,714.0,,Single Family House
parcel-0702823130132,0702823130132,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,135000.0,176000.0,311000.0,2026,2025,,Residential | Municipal Property,Urban Neighborhood 1,,5144.0,0.12,1977,,1228.0,1228.0,,Single Family House
parcel-0702823130222,0702823130222,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,,,142000.0,177200.0,319200.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,5089.0,0.12,1979,,1092.0,1092.0,,Single Family House
parcel-0702823210201,0702823210201,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,2002-05-01,169900.0,125000.0,176700.0,301700.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 1,,5065.0,0.12,1963,,888.0,888.0,,Single Family House
parcel-0702823220071,0702823220071,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,1999-08-01,99900.0,105000.0,150100.0,255100.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,6000.0,0.14,1924,,908.0,,,Single Family House
parcel-0702823230039,0702823230039,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,1999-09-01,154000.0,101000.0,226100.0,327100.0,2026,2025,,Double Bungalow | Special Taxing Districts,Residence Goods and Services,,4653.0,0.11,1932,,2520.0,,,Duplex
parcel-0702823310093,0702823310093,metrogis_hennepin_minneapolis_parcels_current|minneapolis_assessing_parcels_2025,2000-01-01,97500.0,121000.0,453800.0,574800.0,2026,2025,,Residential | Special Taxing Districts,Urban Neighborhood 2,,6886.0,0.16,1925,,2991.0,,,Single Family House
